price,representation,visibility
1,0.023247344265676567,0.20016226025409745
2,0.015539591068481849,-0.014977444175826481
3,0.03102278001237624,-0.02974876871294121
4,0.010004125412541254,-0.0063600576159310845
5,0.013808851588283828,-0.008108286616532415
6,0.010953292594884489,0.0020128091000307657
7,0.015824824669966996,-0.006251378342283381
8,0.15378603290016502,-0.1412351854425379
9,0.03582985251650165,-0.0213185530814734
10,0.0486927599009901,-0.02945829662415394
11,0.02628661303630363,-0.015360059363987247
12,0.020151673370462045,0.0015714904713458634
13,0.011497975969471948,0.0012025890022794652
14,0.012721096328382838,0.014047265253538067
15,0.009137144183168317,0.025433477285758236
16,0.028779586943069306,-0.003912355304651227
17,0.007839895317656765,0.012795697902682219
18,0.023094252784653466,-0.011026456174483975
19,0.017408918626237623,0.008704075724044864
20,0.03274868502475248,-0.022904052256390896
21,0.029848004331683168,-0.0068762529192537905
22,0.032885661613036306,-0.025134249183657774
23,0.02669915429042904,-0.01459180965766068
24,0.011259475556930692,0.010443914273577782
25,0.015745861695544556,0.0012569631632125058
26,0.030084893254950496,-0.0008193565317866532
27,0.010336092202970297,0.003457693107764167
28,0.01754589521452145,-0.001472448886837837
29,0.042557820235148515,-0.03522166204305812
30,0.02446885313531353,-0.008516875734183586
31,0.01810347050330033,0.002611218762236394
32,0.010568146658415841,0.005550497409380769
33,0.010360264542079207,0.01543917048616938
34,0.010044412644389438,0.014452762496853499
35,0.00833784550330033,0.005077408733987805
36,0.015963412747524754,0.0033896945971080145
37,0.009569023308580858,0.009620242228142305
38,0.010373156456270627,0.0013443576680231585
39,0.0023898385932343232,0.01195479417512726
40,0.00865853186881188,0.012468586775255915
41,0.01670792079207921,-0.009527129831627231
42,0.007382232363861386,0.0009002535118448288
43,0.00326326577970297,0.0010757172711444874
44,0.025319719471947194,-0.012175651675337025
45,0.005042349938118812,0.005457650061881189
46,0.007891462974422442,0.00346729408772445
47,0.006055976691419142,0.007057017658863345
48,0.019434560643564358,-0.008194447649214075
49,0.001119985045379538,0.015484534728631764
50,0.012990215037128713,-0.0012359777489931202
51,0.0006172003919141915,0.03757206514480897
