price,representation,visibility
1,0.038158656177174406,-0.0201290995269281
2,0.06443061138308022,-0.03929021729441027
3,0.030432300545849823,0.00947410339503688
4,0.03252029341382924,0.016898425797993423
5,0.012293351267654098,0.03835935809195182
6,0.024790027683500946,0.036946425518469495
7,0.016234731063390524,0.03486625415828435
8,0.041599543300436366,0.006883215320253287
9,0.04723790606378153,0.004444359946070682
10,0.024344276397078375,0.029567053652182707
11,0.008563116818117835,0.02961176002917281
12,0.047108872796659214,-0.011340399890255273
13,0.05318125654941583,-0.017910320588824698
14,0.042713921516492795,-0.003770571762798214
15,0.05990662683579148,-0.032559336195397394
16,0.04834446408183055,-0.02023362664340691
17,0.009614933450114957,0.019958958175500807
18,0.003522999202339803,0.020137099319827684
19,0.01511253264932668,0.006449043705353121
20,0.01041259364687114,0.010390362018153491
21,0.033141999155418614,-0.015922787332758516
22,0.012551417801898744,-0.000502156718154902
23,0.06005130049892863,-0.04704144828217986
24,0.017134053834243084,-0.003951787824390868
25,0.01081142374524923,0.004646704333568504
26,0.013446830473747595,-0.002028111261924934
27,0.022232822935076717,-0.010644152984337801
28,0.0373453555844034,-0.027168015682925567
29,0.007089009493720381,0.001475029915146614
30,0.02500508312870482,-0.017039565887325508
31,0.004222906924003316,0.0030899009577700833
32,0.01732173858642101,-0.010087748438637759
33,0.011268905328682922,-0.005133437348387356
34,0.007382266918998389,0.001290146874105059
35,0.00921219325273316,0.003908496402439255
36,0.0062522483069271315,0.0035433181955359227
37,0.005603171872311807,-0.001039132463444812
38,0.0037419647465473825,0.001095473677097938
39,0.006748830880397892,-0.0013867619148806506
40,0.003092888311932058,0.0024908555304324737
41,0.0061232150398048074,-0.0015443973058146595
42,0.01202355443639833,-0.004895475618664339
43,0.013978603938251717,-0.010508160588498022
44,0.003839717221640052,-0.0007017861871572934
45,0.0032062811830395545,0.0037222902455318744
46,0.003522999202339803,0.0014622224725370438
47,0.0040078514787994434,0.0014601288167670591
48,0.0033274942521544647,0.0022833431862691804
49,0.0024790027683500946,0.0025924258030784767
50,0.0027918106886466367,0.0062278937448509
51,0.0005200431674930009,0.0015439962413739943
